id;eltamont;eltaval;extremite_amont;extremite_aval;lgmvtaval;vit_reg;geometry
T_724028150_FRef;E_810711162;R_15;848363.678100 6519171.721000;848390.869001 6519387.707207;217,691;25,0;LINESTRING (848363.6781 6519171.721, 848390.869001 6519387.707207)
T_724028156_FRef;R_82648053;R_82648200;844990.576042 6522739.992441;845417.465901 6523111.590459;574,615;19,44;LINESTRING (844990.576042 6522739.992441, 845417.465901 6523111.590459)
T_724623693_FRef_F_F;R_82647512;0_778751502;844629.519100 6522255.307000;844738.890966 6522283.333817;282,8963333333333;13,89;LINESTRING (844629.5191 6522255.307, 844738.890966 6522283.333817)
T_724970144_FRef;R_543460642;R_543460740;845039.723799 6522821.482105;845633.350800 6523236.624000;732,505;19,44;LINESTRING (845039.723799 6522821.482105, 845633.3508 6523236.624)
T_724970145_FRef;R_82647540;R_543460642;844473.033500 6522639.901000;845038.225140 6522820.157709;609,911;19,44;LINESTRING (844473.0335 6522639.901, 845038.22514 6522820.157709)
T_727353412_FRef;C_804333514;R_813055315;843485.520261 6521893.945595;843520.873000 6521960.411300;75,373;13,89;LINESTRING (843485.520261 6521893.945595, 843520.873 6521960.4113)
T_727353413_FRef;R_813055315;C_804333513;843520.873000 6521960.411300;843587.291148 6522053.011381;132,52533333333335;13,89;LINESTRING (843520.873 6521960.4113, 843587.291148 6522053.011381)
T_727355732_FRef;R_954079989;R_82647928;844536.093500 6522570.756000;844763.098086 6522624.970244;241,8795;13,89;LINESTRING (844536.0935 6522570.756, 844763.098086 6522624.970244)
T_728039998_FRef_F;R_82621009;R_82621096;848335.746156 6519742.395629;848422.872965 6519637.296898;481,535;13,89;LINESTRING (848335.746156 6519742.395629, 848422.872965 6519637.296898)
T_732999048_FRef;R_816934393;R_82620721;847671.073200 6519447.366500;847667.479300 6519402.846800;44,665;13,89;LINESTRING (847671.0732 6519447.3665, 847667.4793 6519402.8468)
T_732999049_FRef;C_82620728;R_816934393;847725.756152 6519619.908596;847671.073200 6519447.366500;181,0;13,89;LINESTRING (847725.756152 6519619.908596, 847671.0732 6519447.3665)
T_732999050_FRef_F;R_816934393;S_816934394_T_732999051_FRef;847671.040720 6519450.366324;847586.677982 6519517.452913;161,87;8,33;LINESTRING (847671.04072 6519450.366324, 847586.677982 6519517.452913)
T_732999051_toRef_F;E_816934394_T_732999051_toRef;R_816934393;847581.088818 6519515.270887;847671.105680 6519444.366676;165,5;8,33;LINESTRING (847581.088818 6519515.270887, 847671.10568 6519444.366676)
T_733382707_FRef;R_82643092;C_82643130;843242.988857 6521272.089307;843270.360979 6521337.764224;99,67766666666667;13,89;LINESTRING (843242.988857 6521272.089307, 843270.360979 6521337.764224)
T_733382707_toRef;C_82643130;R_82643092;843260.802436 6521340.554921;843231.934578 6521276.840821;69,961;13,89;LINESTRING (843260.802436 6521340.554921, 843231.934578 6521276.840821)
T_737146224_FRef_F;R_82620687;S_571532057_T_737146225_FRef;847417.879003 6519706.000364;847531.858405 6519719.849805;114,818;13,89;LINESTRING (847417.879003 6519706.000364, 847531.858405 6519719.849805)
T_737146225_toRef_F;E_571532057_T_737146225_toRef;R_82620687;847531.119995 6519725.804195;847417.175997 6519711.959036;114,783;13,89;LINESTRING (847531.119995 6519725.804195, 847417.175997 6519711.959036)
T_738151156_FRef;R_820434022;C_804333512;843788.938100 6522195.516900;843778.462330 6522212.553867;62,874;8,33;LINESTRING (843788.9381 6522195.5169, 843778.46233 6522212.553867)
T_738151157_FRef_F;R_820434022;R_572108328;843790.739130 6522193.117673;843857.190304 6522244.696349;84,122;8,33;LINESTRING (843790.73913 6522193.117673, 843857.190304 6522244.696349)
T_738151158_toRef_F;R_572108328;R_820434022;843853.496895 6522249.424851;843787.137070 6522197.916127;84,007;8,33;LINESTRING (843853.496895 6522249.424851, 843787.13707 6522197.916127)
T_738151159_FRef_F_F;R_702720724;R_702720723;843296.024132 6521361.661955;843363.575376 6521525.646677;177,368;8,33;LINESTRING (843296.024132 6521361.661955, 843363.575376 6521525.646677)
T_738151165_toRef_F;R_804334641;R_804333523;844538.880954 6522375.310463;844303.740046 6522380.562770;235,815;8,33;LINESTRING (844538.880954 6522375.310463, 844303.740046 6522380.56277)
T_738151168_FRef_F_F_F;R_804333523;R_804334641;844303.881200 6522374.564000;844539.820033 6522372.777702;236,155;8,33;LINESTRING (844303.8812 6522374.564, 844539.820033 6522372.777702)
T_738151171_FRef_F;R_804333520;C_804333517;844234.838500 6522369.276300;844171.177506 6522389.929717;102,562;8,33;LINESTRING (844234.8385 6522369.2763, 844171.177506 6522389.929717)
T_738151172_FRef;R_804333520;R_804333523;844235.196389 6522366.297724;844304.168489 6522374.585024;69,468;8,33;LINESTRING (844235.196389 6522366.297724, 844304.168489 6522374.585024)
T_738151172_toRef;R_804333523;R_804333520;844303.452711 6522380.542176;844234.480611 6522372.254876;69,468;8,33;LINESTRING (844303.452711 6522380.542176, 844234.480611 6522372.254876)
T_740854572_FRef;R_82611986;R_822520638;844439.992477 6520019.740996;844443.511677 6520035.375196;16,0255;13,89;LINESTRING (844439.992477 6520019.740996, 844443.511677 6520035.375196)
T_740854573_FRef;R_822520638;C_82611990;844443.440140 6520035.125608;844467.568826 6520104.022679;85,3235;13,89;LINESTRING (844443.44014 6520035.125608, 844467.568826 6520104.022679)
T_740854574_FRef;R_822520638;R_822520639;844441.316600 6520035.869300;844415.518000 6520041.926900;26,5;13,89;LINESTRING (844441.3166 6520035.8693, 844415.518 6520041.9269)
T_740854575_FRef;R_82611988;R_822520639;844409.392600 6520103.988400;844415.518000 6520041.926900;62,363;13,89;LINESTRING (844409.3926 6520103.9884, 844415.518 6520041.9269)
T_740854577_FRef;R_822520640;R_82611986;844430.408234 6519993.684488;844439.908534 6520019.456888;27,4675;13,89;LINESTRING (844430.408234 6519993.684488, 844439.908534 6520019.456888)
T_740854578_FRef;R_822520639;R_822520640;844415.518000 6520041.926900;844428.297100 6519994.462700;50,566;13,89;LINESTRING (844415.518 6520041.9269, 844428.2971 6519994.4627)
T_740854581_toRef_F;R_753733450;R_753733308;844641.914121 6520094.250372;844689.788479 6520097.618473;48,172;2,78;LINESTRING (844641.914121 6520094.250372, 844689.788479 6520097.618473)
T_740854582_toRef_F;R_753733308;R_753733450;844688.918921 6520103.555127;844642.102079 6520100.247428;47,117;2,78;LINESTRING (844688.918921 6520103.555127, 844642.102079 6520100.247428)
T_744064732_FRef_F;C_82611972;R_822520640;844413.075701 6519938.912840;844430.447817 6519993.801704;57,5725;13,89;LINESTRING (844413.075701 6519938.91284, 844430.447817 6519993.801704)
T_744067565_FRef;C_826894171;C_82642756;843093.602696 6520856.945699;843139.204453 6520863.785171;62,8685;13,89;LINESTRING (843093.602696 6520856.945699, 843139.204453 6520863.785171)
T_744067565_toRef;C_82642756;C_826894171;843140.783856 6520873.519403;843093.416132 6520866.260848;83,04299999999999;13,89;LINESTRING (843140.783856 6520873.519403, 843093.416132 6520866.260848)
T_744067568_FRef;R_825016738;C_82643185;843837.595196 6520981.558531;843744.569097 6520966.943273;118,3125;13,89;LINESTRING (843837.595196 6520981.558531, 843744.569097 6520966.943273)
T_744067569_FRef;C_82643210;R_825016738;843851.245365 6520983.408206;843837.684313 6520981.534315;13,69;13,89;LINESTRING (843851.245365 6520983.408206, 843837.684313 6520981.534315)
T_744429204_FRef_F;C_82607749;C_82607752;843236.326657 6520367.001563;843299.703457 6520375.501032;79,094;13,89;LINESTRING (843236.326657 6520367.001563, 843299.703457 6520375.501032)
T_744429207_FRef_F;C_82607762;C_82607756;843270.330817 6520545.618097;843209.050300 6520535.783411;81,446;13,89;LINESTRING (843270.330817 6520545.618097, 843209.0503 6520535.783411)
T_744429211_FRef_F;C_82607401;R_880777929;843067.209382 6520505.199473;843073.352069 6520487.657726;18,806;13,89;LINESTRING (843067.209382 6520505.199473, 843073.352069 6520487.657726)
T_746588031_FRef;C_826894171;R_82642755;843078.952395 6520882.620221;843079.702211 6520905.607996;23,0;13,89;LINESTRING (843078.952395 6520882.620221, 843079.702211 6520905.607996)
T_746588033_FRef_F_F_F;R_804333506;C_827076203;843414.156100 6521737.975000;843296.360595 6521497.978099;268,3155;13,89;LINESTRING (843414.1561 6521737.975, 843296.360595 6521497.978099)
T_746731247_FRef_F;R_82643091;R_82643095;843189.591100 6521169.547700;843267.071700 6521180.243200;78,217;13,89;LINESTRING (843189.5911 6521169.5477, 843267.0717 6521180.2432)
T_746735617_FRef_F;C_82607314;S_82607311;843113.138525 6519874.983312;843106.901600 6519749.113900;126,024;13,89;LINESTRING (843113.138525 6519874.983312, 843106.9016 6519749.1139)
T_746735618_FRef_F;E_82607313;C_82607314;843158.006300 6519758.081700;843146.102476 6519873.843872;147,604;13,89;LINESTRING (843158.0063 6519758.0817, 843146.102476 6519873.843872)
T_746736374_FRef_F;C_82607755;C_82607775;843305.144513 6520444.831565;843371.483231 6520454.192450;87,248;13,89;LINESTRING (843305.144513 6520444.831565, 843371.483231 6520454.19245)
T_746736377_FRef_F;C_82607775;C_82607755;843371.342443 6520473.359626;843297.973021 6520462.212065;88,72125;13,89;LINESTRING (843371.342443 6520473.359626, 843297.973021 6520462.212065)
T_746736378_FRef_F;C_880786284;C_82607927;843957.939344 6520485.220989;843946.309495 6520562.744905;92,95;13,89;LINESTRING (843957.939344 6520485.220989, 843946.309495 6520562.744905)
T_746739731_FRef_F;C_82607927;C_82607914;843939.279050 6520566.748568;843799.999682 6520546.947224;158,60999999999999;13,89;LINESTRING (843939.27905 6520566.748568, 843799.999682 6520546.947224)
T_746747331_toRef_F_F;R_82643167;C_827076204;843400.523700 6521693.742000;843313.606869 6521514.663129;217,9415;13,89;LINESTRING (843400.5237 6521693.742, 843313.606869 6521514.663129)
T_746984186_FRef_F;R_82643080;C_82643082;843234.830979 6520792.142280;843223.060440 6520865.987516;97,4325;13,89;LINESTRING (843234.830979 6520792.14228, 843223.06044 6520865.987516)
T_746984188_FRef_F;C_82607752;C_82607755;843307.778139 6520385.025786;843299.369418 6520436.341413;82,1015;13,89;LINESTRING (843307.778139 6520385.025786, 843299.369418 6520436.341413)
T_746984192_FRef;R_82607397;R_82607399;843086.107600 6520340.690700;843161.216100 6520353.550900;76,256;13,89;LINESTRING (843086.1076 6520340.6907, 843161.2161 6520353.5509)
T_747119237_FRef;C_82607914;C_543463578;843791.851101 6520536.705895;843804.244902 6520458.684144;93,12166666666667;13,89;LINESTRING (843791.851101 6520536.705895, 843804.244902 6520458.684144)
T_747135140_FRef_F;C_827076204;R_82643167;843323.413250 6521511.207740;843411.325317 6521688.514548;198,076;13,89;LINESTRING (843323.41325 6521511.20774, 843411.325317 6521688.514548)
T_747138510_FRef_F;R_82607744;R_82607399;843182.118100 6520224.073900;843161.216100 6520353.550900;131,153;13,89;LINESTRING (843182.1181 6520224.0739, 843161.2161 6520353.5509)
T_747138512_FRef_F;C_82607697;R_82607702;843233.226619 6519899.300580;843224.079800 6519958.458800;59,863;13,89;LINESTRING (843233.226619 6519899.30058, 843224.0798 6519958.4588)
T_747138515_FRef_F;R_82607331;R_82607696;843173.650000 6520020.598000;843192.893147 6519896.059811;126,019;2,78;LINESTRING (843173.65 6520020.598, 843192.893147 6519896.059811)
T_747262627_FRef_F;R_82613158;C_82613157;845726.792900 6520381.739500;845632.651151 6520366.153394;111,078;13,89;LINESTRING (845726.7929 6520381.7395, 845632.651151 6520366.153394)
T_749077935_FRef_F;C_82607719;R_82607711;843392.882904 6519907.178292;843379.656618 6519983.529838;77,4885;13,89;LINESTRING (843392.882904 6519907.178292, 843379.656618 6519983.529838)
T_762058897_FRef_F;R_545421071;R_545421089;844404.002400 6519738.403200;844483.013000 6519816.909500;133,593;13,89;LINESTRING (844404.0024 6519738.4032, 844483.013 6519816.9095)
T_762063851_FRef_F;C_82607799;C_82607820;843652.387620 6519908.487867;843781.320206 6519912.613096;129,874;13,89;LINESTRING (843652.38762 6519908.487867, 843781.320206 6519912.613096)
T_762114146_FRef_F;C_82611927;R_82611928;844309.296586 6520643.120176;844299.588000 6520706.799100;64,622;13,89;LINESTRING (844309.296586 6520643.120176, 844299.588 6520706.7991)
T_762114148_FRef_F;C_82612051;C_82612108;844690.711516 6520230.918432;844684.606500 6520334.857200;110,013;13,89;LINESTRING (844690.711516 6520230.918432, 844684.6065 6520334.8572)
T_762114153_toRef_F_F;C_82647145;R_82647131;844254.912300 6520929.584000;844106.843466 6520901.786248;150,8355;13,89;LINESTRING (844254.9123 6520929.584, 844106.843466 6520901.786248)
T_762219180_FRef_F;E_837268381_T_762219180_FRef;C_82613280;846501.684763 6519570.717568;846491.414185 6519664.053026;109,065;8,33;LINESTRING (846501.684763 6519570.717568, 846491.414185 6519664.053026)
T_762222118_FRef_F;C_82620686;C_82620728;847444.069776 6519591.005617;847719.424032 6519628.126755;298,725;13,89;LINESTRING (847444.069776 6519591.005617, 847719.424032 6519628.126755)
T_762222121_toRef_F;C_82620686;R_82620682;847424.679827 6519594.588210;847314.577755 6519579.524402;111,14;13,89;LINESTRING (847424.679827 6519594.58821, 847314.577755 6519579.524402)
T_762342967_FRef;C_837348318;R_82612342;844860.653522 6520700.617951;844987.057425 6520720.768713;128,0;13,89;LINESTRING (844860.653522 6520700.617951, 844987.057425 6520720.768713)
T_762342967_toRef;R_82612342;C_837348318;844985.640575 6520729.656487;844812.986543 6520702.707806;227,7285;13,89;LINESTRING (844985.640575 6520729.656487, 844812.986543 6520702.707806)
T_762342972_FRef;C_82647689;C_837348320;844868.019734 6520929.499621;844790.334111 6520937.614885;86,647;13,89;LINESTRING (844868.019734 6520929.499621, 844790.334111 6520937.614885)
T_762342973_FRef;C_837348320;C_82647230;844783.094500 6520938.132500;844699.185590 6520942.043350;104,3155;13,89;LINESTRING (844783.0945 6520938.1325, 844699.18559 6520942.04335)
T_762344921_FRef_F;R_82620856;C_82620865;847782.557900 6520209.858400;847865.667147 6520189.100101;103,91633333333334;13,89;LINESTRING (847782.5579 6520209.8584, 847865.667147 6520189.100101)
T_762347201_FRef_F;R_82621137;R_82621379;848290.531002 6520044.833241;848407.661900 6519855.039600;224,059;13,89;LINESTRING (848290.531002 6520044.833241, 848407.6619 6519855.0396)
T_762350683_FRef_F_F;R_82621171;R_82621244;848214.642200 6520213.317000;848089.071100 6520394.982000;220,883;13,89;LINESTRING (848214.6422 6520213.317, 848089.0711 6520394.982)
T_762350686_FRef_F_F;R_17;R_871513174;848595.606500 6520011.974000;848392.164900 6520045.728100;209,564;13,89;LINESTRING (848595.6065 6520011.974, 848392.1649 6520045.7281)
T_762352936_FRef_F;R_82621202;R_82621209;847991.381688 6520444.058212;848018.184172 6520447.893849;205,419;13,89;LINESTRING (847991.381688 6520444.058212, 848018.184172 6520447.893849)
T_762356082_FRef_F;R_82621224;R_82620887;847953.511367 6520557.815878;847936.569700 6520432.403600;145,29;13,89;LINESTRING (847953.511367 6520557.815878, 847936.5697 6520432.4036)
T_762357348_FRef_F;C_82649290;R_82649304;847064.787621 6521403.097915;847025.130924 6521541.760310;144,609;8,33;LINESTRING (847064.787621 6521403.097915, 847025.130924 6521541.76031)
T_762357350_FRef_F;R_82649481;R_82649505;846917.175100 6522030.824500;847021.023000 6522043.310300;106,828;13,89;LINESTRING (846917.1751 6522030.8245, 847021.023 6522043.3103)
T_762357574_FRef_F_F;R_82658640;0_711811475;847334.914672 6521600.549456;847029.703800 6522232.358800;741,84;13,89;LINESTRING (847334.914672 6521600.549456, 847029.7038 6522232.3588)
T_762367706_FRef_F;C_545418705;R_610416169;845031.978780 6522291.090350;844900.891900 6522269.451000;132,9;19,44;LINESTRING (845031.97878 6522291.09035, 844900.8919 6522269.451)
T_762367889_FRef_F;R_12;R_543477867;846510.090584 6522740.657653;846526.091000 6522622.425100;132,463;8,33;LINESTRING (846510.090584 6522740.657653, 846526.091 6522622.4251)
T_762372110_FRef;C_82647629;R_82647612;844615.027797 6522725.165146;844545.905405 6522784.657264;119,648;13,89;LINESTRING (844615.027797 6522725.165146, 844545.905405 6522784.657264)
T_762372474_FRef;R_82648018;R_82648053;844797.269380 6522862.382951;844989.948967 6522736.615323;320,488;13,89;LINESTRING (844797.26938 6522862.382951, 844989.948967 6522736.615323)
T_762588555_FRef;O_1;R_964638640;845242.000000 6522981.000000;845503.734540 6523390.031801;600,346;13,89;LINESTRING (845242 6522981, 845503.73454 6523390.031801)
T_762588555_toRef;R_82648807;O_1;845447.634555 6523371.796509;845254.000000 6522991.000000;642,9265;13,89;LINESTRING (845447.634555 6523371.796509, 845254 6522991)
T_764785758_FRef_F;C_545417488;R_674703518;844700.138001 6521680.282416;844589.591480 6521690.442480;111,0125;13,89;LINESTRING (844700.138001 6521680.282416, 844589.59148 6521690.44248)
T_764785758_toRef;R_674703519;C_545417488;844685.063333 6521669.663828;844694.022791 6521668.810528;42,835;13,89;LINESTRING (844685.063333 6521669.663828, 844694.022791 6521668.810528)
T_774511879_FRef;R_845749830;R_82647186;844213.087483 6521739.682773;844235.301583 6521753.534873;26,179;2,78;LINESTRING (844213.087483 6521739.682773, 844235.301583 6521753.534873)
T_774511879_toRef;R_82647186;R_845749830;844232.126817 6521758.626127;844209.912717 6521744.774027;26,179;2,78;LINESTRING (844232.126817 6521758.626127, 844209.912717 6521744.774027)
T_778602499_FRef;R_848627670;C_82649031;846153.957000 6520953.976900;846162.132435 6520858.325647;131,158;13,89;LINESTRING (846153.957 6520953.9769, 846162.132435 6520858.325647)
T_778602500_FRef;C_82649033;R_848627670;846145.208251 6521031.682395;846153.957000 6520953.976900;78,213;13,89;LINESTRING (846145.208251 6521031.682395, 846153.957 6520953.9769)
T_778602501_FRef;R_82649028;R_848627671;846004.790766 6521026.302970;846057.514166 6521032.001370;53,03;13,89;LINESTRING (846004.790766 6521026.30297, 846057.514166 6521032.00137)
T_778602501_toRef;R_848627671;R_82649028;846056.869434 6521037.966630;846004.146034 6521032.268230;53,03;13,89;LINESTRING (846056.869434 6521037.96663, 846004.146034 6521032.26823)
T_778602502_FRef;R_848627671;C_82649033;846057.454024 6521031.995482;846136.151660 6521038.900705;93,834;13,89;LINESTRING (846057.454024 6521031.995482, 846136.15166 6521038.900705)
T_778602502_toRef;C_82649033;R_848627671;846137.832841 6521045.071271;846056.929576 6521037.972518;81,214;13,89;LINESTRING (846137.832841 6521045.071271, 846056.929576 6521037.972518)
T_778602503_FRef;R_82649030;R_848627672;846065.090631 6520861.909299;846062.146231 6520952.926699;91,065;2,78;LINESTRING (846065.090631 6520861.909299, 846062.146231 6520952.926699)
T_778602503_toRef;R_848627672;R_82649030;846056.149369 6520952.732701;846059.093769 6520861.715301;91,065;2,78;LINESTRING (846056.149369 6520952.732701, 846059.093769 6520861.715301)
T_778602504_FRef;R_848627672;R_848627671;846062.146950 6520952.901106;846060.190950 6521035.055406;82,178;2,78;LINESTRING (846062.14695 6520952.901106, 846060.19095 6521035.055406)
T_778602504_toRef;R_848627671;R_848627672;846054.192650 6521034.912594;846056.148650 6520952.758294;82,178;2,78;LINESTRING (846054.19265 6521034.912594, 846056.14865 6520952.758294)
T_778602505_FRef;R_848627670;R_848627672;846153.920702 6520956.976680;846059.111502 6520955.829480;94,816;2,78;LINESTRING (846153.920702 6520956.97668, 846059.111502 6520955.82948)
T_778602505_toRef;R_848627672;R_848627670;846059.184098 6520949.829920;846153.993298 6520950.977120;94,816;2,78;LINESTRING (846059.184098 6520949.82992, 846153.993298 6520950.97712)
T_778747772_FRef;R_82648009;R_82648018;844686.928748 6523003.609214;844796.270541 6522864.487257;183,931;13,89;LINESTRING (844686.928748 6523003.609214, 844796.270541 6522864.487257)
T_778751489_FRef_F;R_82647527;0_778751502;844689.905400 6522351.113700;844728.082880 6522323.966875;183,10733333333334;13,89;LINESTRING (844689.9054 6522351.1137, 844728.08288 6522323.966875)
T_778751490_FRef_F;0_778751502;R_82647865;844734.932792 6522342.762634;844686.353300 6522369.913800;55,659333333333336;13,89;LINESTRING (844734.932792 6522342.762634, 844686.3533 6522369.9138)
T_778751497_FRef_F;0_778751502;R_610416195;844806.820922 6522287.584054;844935.199700 6522264.707600;134,8065;13,89;LINESTRING (844806.820922 6522287.584054, 844935.1997 6522264.7076)
T_778751498_FRef_F;R_610416169;0_778751502;844900.891900 6522269.451000;844814.316269 6522303.744352;250,903;13,89;LINESTRING (844900.8919 6522269.451, 844814.316269 6522303.744352)
T_778753308_FRef_F;C_804333517;C_804333508;844163.281518 6522411.267809;844088.125864 6522394.733910;151,49533333333332;13,89;LINESTRING (844163.281518 6522411.267809, 844088.125864 6522394.73391)
T_778753310_FRef_F;C_82643374;C_804333512;843830.431400 6522282.022400;843764.362992 6522235.572888;148,39000000000001;13,89;LINESTRING (843830.4314 6522282.0224, 843764.362992 6522235.572888)
T_778753312_FRef_F;C_804333512;C_804333513;843710.740265 6522192.835745;843588.654482 6522073.217416;181,85866666666666;13,89;LINESTRING (843710.740265 6522192.835745, 843588.654482 6522073.217416)
T_778755978_FRef;R_82642767;C_82643090;843142.360144 6521057.986243;843165.618460 6521106.720735;90,9415;13,89;LINESTRING (843142.360144 6521057.986243, 843165.61846 6521106.720735)
T_778755978_toRef;C_82643090;R_82642767;843156.523134 6521110.470063;843132.791756 6521062.366320;53,639;13,89;LINESTRING (843156.523134 6521110.470063, 843132.791756 6521062.36632)
T_778799590_FRef;R_82647658;R_82648009;844545.003410 6522968.597471;844684.152900 6523005.859000;144,543;13,89;LINESTRING (844545.00341 6522968.597471, 844684.1529 6523005.859)
T_77879959_toRef;R_82648807;R_82648009;845445.730741 6523375.933580;844686.787853 6523015.000622;877,217;13,89;LINESTRING (845445.730741 6523375.93358, 844686.787853 6523015.000622)
T_778966224_FRef_F;C_82612090;R_82612087;844501.032269 6520650.746567;844482.882100 6520647.796700;18,39175;13,89;LINESTRING (844501.032269 6520650.746567, 844482.8821 6520647.7967)
T_779385789_FRef_F_F;R_82621190;R_545420707;848254.621700 6520204.772000;848111.308700 6520407.737900;248,697;13,89;LINESTRING (848254.6217 6520204.772, 848111.3087 6520407.7379)
T_779578656_FRef_F;C_827076203;C_82643130;843296.157176 6521497.391931;843266.876984 6521374.386370;163,0225;13,89;LINESTRING (843296.157176 6521497.391931, 843266.876984 6521374.38637)
T_781327198_FRef_F;R_545420975;R_545420977;848519.048300 6519846.626500;848626.167800 6519918.092000;128,804;13,89;LINESTRING (848519.0483 6519846.6265, 848626.1678 6519918.092)
T_781330243_FRef_F_F;R_610416169;R_82647865;844899.799377 6522272.971351;844688.695524 6522372.256024;265,626;13,89;LINESTRING (844899.799377 6522272.971351, 844688.695524 6522372.256024)
T_781530187_FRef;E_850604473;R_82647655;844525.172834 6523091.150334;844532.191797 6523039.542401;52,2715;13,89;LINESTRING (844525.172834 6523091.150334, 844532.191797 6523039.542401)
T_783856504_FRef;R_82649578;S_852084801;847064.739854 6522189.382851;847241.114109 6522257.439177;189,049;19,44;LINESTRING (847064.739854 6522189.382851, 847241.114109 6522257.439177)
T_783856506_FRef;E_852084802;R_82649579;847236.430446 6522269.600725;847062.439605 6522201.735470;186,758;13,881;LINESTRING (847236.430446 6522269.600725, 847062.439605 6522201.73547)
T_783856512_FRef_F;0_711811475;R_801871329;847029.878734 6522251.979238;846755.567208 6522533.567697;405,421;13,89;LINESTRING (847029.878734 6522251.979238, 846755.567208 6522533.567697)
T_783856513_toRef_F;R_801871329;0_711811475;846750.114592 6522531.063903;847024.059731 6522256.031253;442,084;13,89;LINESTRING (846750.114592 6522531.063903, 847024.059731 6522256.031253)
T_783856514_FRef;751528771;R_852084806;846876.558874 6522125.999593;846864.492472 6522142.704732;20,607;13,89;LINESTRING (846876.558874 6522125.999593, 846864.492472 6522142.704732)
T_783856514_toRef;R_852084806;751528771;846858.847128 6522140.672468;846864.770102 6522120.801484;71,297;13,89;LINESTRING (846858.847128 6522140.672468, 846864.770102 6522120.801484)
T_783856515_FRef;R_852084806;R_82649411;846864.388927 6522142.956018;846807.624289 6522276.944450;145,558;13,89;LINESTRING (846864.388927 6522142.956018, 846807.624289 6522276.94445)
T_783856515_toRef;R_82649411;R_852084806;846802.038911 6522274.752750;846858.950673 6522140.421182;145,93;13,89;LINESTRING (846802.038911 6522274.75275, 846858.950673 6522140.421182)
T_783856516_FRef_F;R_82649410;751528771;846722.188176 6522035.155356;846858.637281 6522096.331438;218,046;13,89;LINESTRING (846722.188176 6522035.155356, 846858.637281 6522096.331438)
T_783856517_toRef_F;751528771;R_82649410;846858.671770 6522112.000946;846716.871424 6522045.913244;156,639;13,89;LINESTRING (846858.67177 6522112.000946, 846716.871424 6522045.913244)
T_783856518_FRef_F;R_82649316;R_82649317;846961.057663 6521879.170087;846936.794273 6521978.965796;102,78;13,89;LINESTRING (846961.057663 6521879.170087, 846936.794273 6521978.965796)
T_783856519_toRef_F;R_82649317;R_82649316;846931.179927 6521976.849404;846955.203937 6521877.853313;101,95;13,89;LINESTRING (846931.179927 6521976.849404, 846955.203937 6521877.853313)
T_799557860_FRef_F;R_82643215;R_82643195;843832.969165 6521190.324707;843561.222886 6521282.293228;292,055;2,78;LINESTRING (843832.969165 6521190.324707, 843561.222886 6521282.293228)
T_799557861_toRef_F;R_82643195;R_82643215;843560.589314 6521276.326772;843829.462235 6521185.456293;288,951;2,78;LINESTRING (843560.589314 6521276.326772, 843829.462235 6521185.456293)
T_799557864_toRef_F;R_82643215;R_82643223;843829.623092 6521185.348139;843953.652368 6521109.264864;145,537;2,78;LINESTRING (843829.623092 6521185.348139, 843953.652368 6521109.264864)
T_799557869_toRef_F_F;R_82647164;R_82643223;843958.274400 6521417.517000;843952.324701 6521113.212656;318,5;2,78;LINESTRING (843958.2744 6521417.517, 843952.324701 6521113.212656)
T_799557871_FRef_F;R_82647136;R_82643223;844106.064781 6521060.654980;843956.498232 6521114.546227;160,873;2,78;LINESTRING (844106.064781 6521060.65498, 843956.498232 6521114.546227)
T_799557874_FRef_F;R_82643223;R_82647164;843957.745899 6521110.641544;843963.828218 6521419.787921;323,472;2,78;LINESTRING (843957.745899 6521110.641544, 843963.828218 6521419.787921)
T_799560313_toRef_F_F;R_82647152;R_82647221;844188.218100 6521347.754000;844382.773594 6521323.415480;198,374;2,78;LINESTRING (844188.2181 6521347.754, 844382.773594 6521323.41548)
T_799560316_toRef_F_F;R_82647221;R_82647136;844379.177100 6521326.309000;844105.447417 6521060.696910;481,469;2,78;LINESTRING (844379.1771 6521326.309, 844105.447417 6521060.69691)
T_799560318_toRef_F;R_82647221;R_82647152;844381.579806 6521329.295520;844189.455130 6521353.624644;195,932;2,78;LINESTRING (844381.579806 6521329.29552, 844189.45513 6521353.624644)
T_799560319_toRef_F_F_F;R_82647152;R_82647136;844185.967400 6521349.813000;844103.425905 6521059.813424;331,433;2,78;LINESTRING (844185.9674 6521349.813, 844103.425905 6521059.813424)
T_799561749_FRef_F_F;R_82647152;R_82647164;844189.584600 6521353.594000;843962.310523 6521421.375632;238,291;2,78;LINESTRING (844189.5846 6521353.594, 843962.310523 6521421.375632)
T_799561751_FRef_F_F;R_82647152;R_82647184;844191.668000 6521349.698000;844272.182092 6521553.336181;219,387;2,78;LINESTRING (844191.668 6521349.698, 844272.182092 6521553.336181)
T_799561754_toRef_F_F;R_82647164;R_82647152;843959.792100 6521415.930000;844188.088592 6521347.783849;239,368;2,78;LINESTRING (843959.7921 6521415.93, 844188.088592 6521347.783849)
T_799565414_FRef_F;R_82647164;R_82643238;843963.468275 6521420.429841;843918.506085 6521481.580327;75,901;2,78;LINESTRING (843963.468275 6521420.429841, 843918.506085 6521481.580327)
T_799565415_toRef_F;R_82643238;R_82647164;843913.672115 6521478.026073;843958.634325 6521416.875559;75,901;2,78;LINESTRING (843913.672115 6521478.026073, 843958.634325 6521416.875559)
