id;eltamont;eltaval;extremite_amont;extremite_aval;lgmvtaval;vit_reg;geometry
TO10D02;R_82658593;S_O10D02;847145.240338 6520928.329592;847115.367225 6520893.555421;45,844;13,89;LINESTRING (847145.240338 6520928.329592, 847115.367225 6520893.555421)
T_1000824912_FRef_F_F;C_837348318;C_82612129;844760.837035 6520692.818325;844680.746215 6520682.611684;97,73133333333334;13,89;LINESTRING (844760.837035 6520692.818325, 844680.746215 6520682.611684)
T_1002412559_FRef_F;C_82613182;C_82613196;846177.261283 6519784.841123;846262.705979 6519753.534152;105,584;13,89;LINESTRING (846177.261283 6519784.841123, 846262.705979 6519753.534152)
T_1007459147_FRef_F_F;C_1024980819;S_753733161;844700.853800 6519843.712000;844700.507900 6519726.504600;117,2145;13,89;LINESTRING (844700.8538 6519843.712, 844700.5079 6519726.5046)
T_1007483473_FRef_F;C_1014200266;R_82613218;846314.430697 6520542.600764;846214.670844 6520514.789989;103,619;13,89;LINESTRING (846314.430697 6520542.600764, 846214.670844 6520514.789989)
T_1007488793_FRef_F_F;R_82620765;R_1033736916;847382.593700 6519771.458000;847013.403600 6519571.538700;420,084;8,33;LINESTRING (847382.5937 6519771.458, 847013.4036 6519571.5387)
T_1007568981_FRef_F;C_82649315;R_82649314;846986.733440 6521748.662984;846971.730771 6521823.779773;76,604;8,33;LINESTRING (846986.73344 6521748.662984, 846971.730771 6521823.779773)
T_1007568982_toRef_F;R_82649314;C_82649315;846965.834029 6521822.671427;846979.651460 6521753.219185;78,323;8,33;LINESTRING (846965.834029 6521822.671427, 846979.65146 6521753.219185)
T_1007568984_toRef_F_F;R_82649304;C_82649290;847019.220300 6521540.729000;847058.744341 6521402.075775;163,673;8,33;LINESTRING (847019.2203 6521540.729, 847058.744341 6521402.075775)
T_1007573949_FRef_F_F;R_82620810;0_58432344;847414.502700 6520482.044000;847391.531100 6520629.231900;175,035;13,89;LINESTRING (847414.5027 6520482.044, 847391.5311 6520629.2319)
T_1012032445_FRef_F;R_82620742;R_82620744;847803.662537 6519634.187135;847966.539360 6519653.670280;164,047;13,89;LINESTRING (847803.662537 6519634.187135, 847966.53936 6519653.67028)
T_1012032446_toRef_F;R_82620744;R_82620742;847965.782240 6519659.622320;847803.037263 6519640.154465;163,914;13,89;LINESTRING (847965.78224 6519659.62232, 847803.037263 6519640.154465)
T_1012101465_FRef_F;C_82612108;C_1024980824;844684.225267 6520340.739517;844679.215603 6520415.571982;92,329;13,89;LINESTRING (844684.225267 6520340.739517, 844679.215603 6520415.571982)
T_1012218257_FRef_F;C_837348318;1424198450;844809.272428 6520717.439731;844993.936735 6520894.542621;286,794;13,89;LINESTRING (844809.272428 6520717.439731, 844993.936735 6520894.542621)
T_1012218258_toRef_F;1424198450;C_837348318;844988.375747 6520898.424754;844806.029562 6520720.016646;322,681;13,89;LINESTRING (844988.375747 6520898.424754, 844806.029562 6520720.016646)
T_1012219226_FRef_F;R_82613151;R_1036871665;845796.985600 6520012.392700;845919.069400 6520044.176300;126,162;13,89;LINESTRING (845796.9856 6520012.3927, 845919.0694 6520044.1763)
T_1012219237_toRef_F_F_F;C_82613280;S_837268381_T_762219180_toRef;846484.936000 6519670.613000;846495.733237 6519569.956432;101,252;8,33;LINESTRING (846484.936 6519670.613, 846495.733237 6519569.956432)
T_1012219239_FRef_F_F;R_82620808;R_82620810;847429.735300 6520365.773000;847414.502700 6520482.043700;119,632;13,89;LINESTRING (847429.7353 6520365.773, 847414.5027 6520482.0437)
T_1012255685_FRef_F;751901020;R_82647795;845163.062749 6521111.714455;845296.974981 6521240.863253;186,112;13,89;LINESTRING (845163.062749 6521111.714455, 845296.974981 6521240.863253)
T_1012255686_toRef_F;R_82647795;751901020;845294.966061 6521248.412104;845161.055333 6521119.158050;222,211;13,89;LINESTRING (845294.966061 6521248.412104, 845161.055333 6521119.15805)
T_1012292011_FRef;R_82649004;R_1018220367;845642.871809 6521520.118803;845647.439809 6521556.884303;37,048;13,89;LINESTRING (845642.871809 6521520.118803, 845647.439809 6521556.884303)
T_1012292011_toRef;R_1018220367;R_82649004;845641.485591 6521557.624097;845636.917591 6521520.858597;37,048;13,89;LINESTRING (845641.485591 6521557.624097, 845636.917591 6521520.858597)
T_1012292012_FRef;R_1018220367;R_82649009;845647.396527 6521556.627574;845657.889027 6521605.752874;50,233;13,89;LINESTRING (845647.396527 6521556.627574, 845657.889027 6521605.752874)
T_1012292012_toRef;R_82649009;R_1018220367;845652.021373 6521607.006126;845641.528873 6521557.880826;50,233;13,89;LINESTRING (845652.021373 6521607.006126, 845641.528873 6521557.880826)
T_1012292013_FRef;R_1018220367;S_1018220368_T_1012292013_FRef;845645.696981 6521559.988528;845549.843381 6521603.257028;105,167;8,33;LINESTRING (845645.696981 6521559.988528, 845549.843381 6521603.257028)
T_1012292013_toRef;E_1018220368_T_1012292013_toRef;R_1018220367;845547.374819 6521597.788372;845643.228419 6521554.519872;105,167;8,33;LINESTRING (845547.374819 6521597.788372, 845643.228419 6521554.519872)
T_1012292014_FRef;R_984761105;R_1018220369;846929.020729 6521996.034315;846942.896329 6522000.810015;14,674;8,33;LINESTRING (846929.020729 6521996.034315, 846942.896329 6522000.810015)
T_1012292014_toRef;R_1018220369;R_984761105;846940.943671 6522006.483385;846927.068071 6522001.707685;14,674;8,33;LINESTRING (846940.943671 6522006.483385, 846927.068071 6522001.707685)
T_1012292015_FRef_F;R_1018220369;R_1018220371;846943.167905 6522000.918563;847010.206824 6521984.512573;99,087;8,33;LINESTRING (846943.167905 6522000.918563, 847010.206824 6521984.512573)
T_1012292016_FRef;R_1018220371;S_1018220370_T_1012292016_FRef;847013.755908 6521982.432967;847035.399208 6521987.395067;22,205;8,33;LINESTRING (847013.755908 6521982.432967, 847035.399208 6521987.395067)
T_1012292016_toRef;E_1018220370_T_1012292016_toRef;R_1018220371;847034.058392 6521993.243333;847012.415092 6521988.281233;22,205;8,33;LINESTRING (847034.058392 6521993.243333, 847012.415092 6521988.281233)
T_1012292017_FRef;R_1018220371;R_1018220369;847012.375487 6521988.271870;846944.775394 6522004.566876;89,96;8,33;LINESTRING (847012.375487 6521988.27187, 846944.775394 6522004.566876)
T_1012292017_toRef;R_1018220369;R_1018220371;846939.064606 6522002.726524;847013.795513 6521982.442330;99,08;8,33;LINESTRING (846939.064606 6522002.726524, 847013.795513 6521982.44233)
T_1012292018_FRef_F;R_1018220371;R_1018220369;847015.964176 6521986.201627;846940.672095 6522006.374837;105,727;8,33;LINESTRING (847015.964176 6521986.201627, 846940.672095 6522006.374837)
T_1012294026_FRef;R_82649027;C_82648993;846020.218795 6520871.573247;845936.547888 6520879.001520;136,385;13,89;LINESTRING (846020.218795 6520871.573247, 845936.547888 6520879.00152)
T_1012294026_toRef;C_82648993;R_82649027;845936.017297 6520873.025026;846019.688205 6520865.596753;84,0;13,89;LINESTRING (845936.017297 6520873.025026, 846019.688205 6520865.596753)
T_1012294028_FRef;C_82648993;S_1018221430_T_1012294028_FRef;845934.146251 6520876.540550;845934.243733 6521003.152138;126,799;8,33;LINESTRING (845934.146251 6520876.54055, 845934.243733 6521003.152138)
T_1012294028_toRef;E_1018221430_T_1012294028_toRef;C_82648993;845928.244467 6521003.058262;845928.147949 6520876.397850;126,844;8,33;LINESTRING (845928.244467 6521003.058262, 845928.147949 6520876.39785)
T_1012295054_FRef;R_82649252;R_1018222077;846707.338973 6521592.679303;846715.042640 6521659.771767;100,736;13,89;LINESTRING (846707.338973 6521592.679303, 846715.04264 6521659.771767)
T_1012295054_toRef;R_1018222077;R_82649252;846714.109960 6521665.698833;846701.907627 6521590.129697;112,912;13,89;LINESTRING (846714.10996 6521665.698833, 846701.907627 6521590.129697)
T_1012295055_FRef;R_1018222077;R_82649293;846715.110370 6521659.783221;846764.640770 6521668.743921;50,334;13,89;LINESTRING (846715.11037 6521659.783221, 846764.64077 6521668.743921)
T_1012295055_toRef;R_82649293;R_1018222077;846763.572630 6521674.648079;846714.042230 6521665.687379;50,334;13,89;LINESTRING (846763.57263 6521674.648079, 846714.04223 6521665.687379)
T_1012295056_FRef;R_1018222077;S_1018222078_T_1012295056_FRef;846717.352722 6521663.871733;846702.447284 6521715.427552;57,635;8,33;LINESTRING (846717.352722 6521663.871733, 846702.447284 6521715.427552)
T_1012295056_toRef;E_1018222078_T_1012295056_toRef;R_1018222077;846699.191916 6521720.467648;846711.799878 6521661.598867;66,132;8,33;LINESTRING (846699.191916 6521720.467648, 846711.799878 6521661.598867)
T_1012302292_FRef;R_966003726;S_1018226835_T_1012302292_FRef;847820.086354 6520638.795877;847847.089929 6520656.855984;38,775;8,33;LINESTRING (847820.086354 6520638.795877, 847847.089929 6520656.855984)
T_1012302292_toRef;E_1018226835_T_1012302292_toRef;R_966003726;847841.091671 6520656.711416;847819.066246 6520644.708523;30,107;8,33;LINESTRING (847841.091671 6520656.711416, 847819.066246 6520644.708523)
T_1012305315_FRef_F;R_1018228814;R_82648987;845740.600900 6520978.578300;845731.573400 6521194.974000;216,643;13,89;LINESTRING (845740.6009 6520978.5783, 845731.5734 6521194.974)
T_1012305316_FRef;R_1018228814;S_1018228815_T_1012305316_FRef;845740.486048 6520975.580499;845809.077567 6521069.134855;194,975;8,33;LINESTRING (845740.486048 6520975.580499, 845809.077567 6521069.134855)
T_1012305316_toRef;E_1018228815_T_1012305316_toRef;R_1018228814;845803.083633 6521068.865145;845740.715752 6520981.576101;184,285;8,33;LINESTRING (845803.083633 6521068.865145, 845740.715752 6520981.576101)
T_1012305317_FRef;R_1018228816;R_82649052;846037.132400 6521551.038700;846049.461900 6521490.237000;62,039;13,89;LINESTRING (846037.1324 6521551.0387, 846049.4619 6521490.237)
T_1012305318_FRef;C_82649051;R_1018228816;846027.533725 6521585.735464;846037.132400 6521551.038700;36,0;13,89;LINESTRING (846027.533725 6521585.735464, 846037.1324 6521551.0387)
T_1012305319_FRef;R_1018228817;C_82649017;846017.098900 6521478.358300;845819.937253 6521427.251947;221,792;13,89;LINESTRING (846017.0989 6521478.3583, 845819.937253 6521427.251947)
T_1012305320_FRef;R_82649052;R_1018228817;846049.461900 6521490.237000;846017.098900 6521478.358300;34,474;13,89;LINESTRING (846049.4619 6521490.237, 846017.0989 6521478.3583)
T_1012305321_FRef;R_1018228817;R_1018228816;846019.941555 6521479.317106;846037.690815 6521548.091129;89,154;8,33;LINESTRING (846019.941555 6521479.317106, 846037.690815 6521548.091129)
T_1012305321_toRef;R_1018228816;R_1018228817;846036.573985 6521553.986271;846014.256245 6521477.399494;99,964;8,33;LINESTRING (846036.573985 6521553.986271, 846014.256245 6521477.399494)
T_1012305322_toRef_F_F;R_1018228818;R_82620867;847619.836900 6520556.912000;847693.082639 6520378.713321;197,103;13,89;LINESTRING (847619.8369 6520556.912, 847693.082639 6520378.713321)
T_1012305323_FRef;R_1018228818;R_82620874;847625.286223 6520559.422349;847603.990223 6520604.453949;49,813;13,89;LINESTRING (847625.286223 6520559.422349, 847603.990223 6520604.453949)
T_1012305323_toRef;R_82620874;R_1018228818;847598.566177 6520601.888851;847619.862177 6520556.857251;49,813;13,89;LINESTRING (847598.566177 6520601.888851, 847619.862177 6520556.857251)
T_1012305324_FRef;R_1018228818;S_1018228819_T_1012305324_FRef;847624.014282 6520555.508039;847715.322982 6520605.471539;104,085;8,33;LINESTRING (847624.014282 6520555.508039, 847715.322982 6520605.471539)
T_1012305324_toRef;E_1018228819_T_1012305324_toRef;R_1018228818;847712.442818 6520610.735061;847621.134118 6520560.771561;104,085;8,33;LINESTRING (847712.442818 6520610.735061, 847621.134118 6520560.771561)
T_1012453903_FRef_F;R_753733308;C_1024980820;844689.353700 6520100.586800;844699.825602 6519943.713082;173,31866666666667;13,89;LINESTRING (844689.3537 6520100.5868, 844699.825602 6519943.713082)
T_1016432182_FRef;C_82647738;C_545417488;844902.117584 6521658.394629;844737.118203 6521676.564757;193,3315;13,89;LINESTRING (844902.117584 6521658.394629, 844737.118203 6521676.564757)
T_1016432182_toRef;C_545417488;C_82647738;844740.771119 6521664.058688;844904.782614 6521646.053253;187,1;13,89;LINESTRING (844740.771119 6521664.058688, 844904.782614 6521646.053253)
T_1016432184_FRef_F_F;C_545417488;R_82647852;844729.133600 6521684.320000;844885.938307 6521996.391096;468,102;8,33;LINESTRING (844729.1336 6521684.32, 844885.938307 6521996.391096)
T_1016432202_FRef_F;R_82647735;C_82647738;844911.273910 6521461.615193;844918.270246 6521636.709482;198,776;13,89;LINESTRING (844911.27391 6521461.615193, 844918.270246 6521636.709482)
T_1016432203_toRef_F;C_82647738;R_82647735;844912.268979 6521636.648257;844905.340890 6521462.509207;174,548;13,89;LINESTRING (844912.268979 6521636.648257, 844905.34089 6521462.509207)
T_1020666609_FRef;C_1024980819;C_82612264;844716.879149 6519850.261535;844775.834019 6519852.568756;70,743;13,89;LINESTRING (844716.879149 6519850.261535, 844775.834019 6519852.568756)
T_1020666611_FRef;C_1024980820;C_82612265;844717.221823 6519939.064784;844776.205413 6519940.456262;68,307;13,89;LINESTRING (844717.221823 6519939.064784, 844776.205413 6519940.456262)
T_1020666614_FRef;R_82612052;C_543465790;844765.527500 6520101.272800;844705.531907 6520102.000014;72,563;13,89;LINESTRING (844765.5275 6520101.2728, 844705.531907 6520102.000014)
T_1020666620_FRef;R_82612109;C_82612108;844744.382100 6520338.488800;844692.496040 6520335.048333;61,994;8,33;LINESTRING (844744.3821 6520338.4888, 844692.49604 6520335.048333)
T_1020666623_FRef;C_1024980824;R_82612112;844687.761392 6520424.160992;844738.562072 6520428.665525;51,0;13,89;LINESTRING (844687.761392 6520424.160992, 844738.562072 6520428.665525)
T_1020666623_toRef;R_82612112;C_1024980824;844738.032128 6520434.642075;844686.830327 6520430.101975;61,715;13,89;LINESTRING (844738.032128 6520434.642075, 844686.830327 6520430.101975)
T_1020666627_FRef;C_1024980825;R_82612127;844684.698337 6520552.820560;844727.594100 6520555.812800;43,0;13,89;LINESTRING (844684.698337 6520552.82056, 844727.5941 6520555.8128)
T_1020666629_FRef;C_1024980826;R_82612128;844684.258934 6520612.287140;844716.358800 6520636.637400;40,2955;13,89;LINESTRING (844684.258934 6520612.28714, 844716.3588 6520636.6374)
T_1032605625_FRef;R_82647814;R_1033727905;845303.894901 6521627.962819;845393.822001 6521637.869419;90,471;13,89;LINESTRING (845303.894901 6521627.962819, 845393.822001 6521637.869419)
T_1032605625_toRef;R_1033727905;R_82647814;845391.850999 6521655.761181;845301.923899 6521645.854581;90,471;13,89;LINESTRING (845391.850999 6521655.761181, 845301.923899 6521645.854581)
T_1032605626_FRef_F;R_1033727905;R_82647831;845393.777063 6521640.889480;845490.040876 6521657.657345;97,737;13,89;LINESTRING (845393.777063 6521640.88948, 845490.040876 6521657.657345)
T_1032620701_FRef;R_1033736916;C_82613369;847013.403600 6519571.538700;846968.323044 6519543.685255;82,552;8,33;LINESTRING (847013.4036 6519571.5387, 846968.323044 6519543.685255)
T_1034355193_FRef_F;R_82620744;C_82620999;847966.791829 6519652.190764;848096.960679 6519671.084517;149,0285;13,89;LINESTRING (847966.791829 6519652.190764, 848096.960679 6519671.084517)
T_1034355194_toRef_F;C_82620999;R_82620744;848098.551341 6519680.437046;847965.529771 6519661.101836;134,422;13,89;LINESTRING (848098.551341 6519680.437046, 847965.529771 6519661.101836)
T_1034627321_FRef;R_753733573;C_82647230;844682.343231 6520854.466430;844688.327753 6520924.607108;90,207;13,89;LINESTRING (844682.343231 6520854.46643, 844688.327753 6520924.607108)
T_1034627321_toRef;C_82647230;R_753733573;844682.020494 6520923.265412;844676.348769 6520854.724170;68,89;13,89;LINESTRING (844682.020494 6520923.265412, 844676.348769 6520854.72417)
T_1034627323_FRef;R_82647225;R_1035152077;844610.659437 6520861.738879;844611.987637 6520937.305679;75,578;13,89;LINESTRING (844610.659437 6520861.738879, 844611.987637 6520937.305679)
T_1034627323_toRef;R_1035152077;R_82647225;844605.988563 6520937.411121;844604.660363 6520861.844321;75,578;13,89;LINESTRING (844605.988563 6520937.411121, 844604.660363 6520861.844321)
T_1034627324_FRef;R_1035152077;R_82647226;844611.987266 6520937.429118;844611.751666 6520947.420918;9,995;13,89;LINESTRING (844611.987266 6520937.429118, 844611.751666 6520947.420918)
T_1034627324_toRef;R_82647226;R_1035152077;844605.753334 6520947.279482;844605.988934 6520937.287682;9,995;13,89;LINESTRING (844605.753334 6520947.279482, 844605.988934 6520937.287682)
T_1034627325_FRef;R_1035152077;C_82647230;844608.880695 6520935.110965;844676.803176 6520931.864957;87,893;13,89;LINESTRING (844608.880695 6520935.110965, 844676.803176 6520931.864957)
T_1034627326_toRef_F;C_82647210;R_82647211;844506.635410 6520934.583537;844503.556633 6520863.781812;70,885;13,89;LINESTRING (844506.63541 6520934.583537, 844503.556633 6520863.781812)
T_1034627328_FRef;C_82647210;R_1035152077;844519.185320 6520943.313288;844608.988100 6520937.358400;90,0;13,89;LINESTRING (844519.18532 6520943.313288, 844608.9881 6520937.3584)
T_1034627329_FRef;C_82647208;C_82647210;844457.521481 6520945.456766;844498.999473 6520944.534292;61,7555;13,89;LINESTRING (844457.521481 6520945.456766, 844498.999473 6520944.534292)
T_1035235232_FRef;R_801871342;R_82647840;845388.801955 6521689.388587;845469.788255 6521715.746687;85,168;8,33;LINESTRING (845388.801955 6521689.388587, 845469.788255 6521715.746687)
T_1035235232_toRef;R_82647840;R_801871342;845467.931345 6521721.452113;845386.945045 6521695.094013;85,168;8,33;LINESTRING (845467.931345 6521721.452113, 845386.945045 6521695.094013)
T_1035237163_FRef;C_801871325;R_1035554797;845417.154242 6521946.741500;845394.854559 6522009.921593;67,0;8,33;LINESTRING (845417.154242 6521946.7415, 845394.854559 6522009.921593)
T_1035237163_toRef;R_1035554797;C_801871325;845389.196641 6522007.924607;845409.166506 6521951.345419;74,783;8,33;LINESTRING (845389.196641 6522007.924607, 845409.166506 6521951.345419)
T_1035237164_FRef;R_1035554797;R_82648100;845394.857430 6522009.913421;845344.001530 6522155.336221;154,059;8,33;LINESTRING (845394.85743 6522009.913421, 845344.00153 6522155.336221)
T_1035237164_toRef;R_82648100;R_1035554797;845338.337870 6522153.355579;845389.193770 6522007.932779;154,059;8,33;LINESTRING (845338.33787 6522153.355579, 845389.19377 6522007.932779)
T_1035237165_toRef_F_F;R_1035554797;S_1035554798_T_1035237171_toRef;845391.050000 6522011.760000;845381.334893 6521964.650238;82,053;8,33;LINESTRING (845391.05 6522011.76, 845381.334893 6521964.650238)
T_1035237171_FRef_F;E_1035554798_T_1035237171_FRef;R_1035554797;845379.806707 6521970.452362;845393.001220 6522006.086171;67,686;8,33;LINESTRING (845379.806707 6521970.452362, 845393.00122 6522006.086171)
T_1035237174_FRef_F_F;R_82648100;R_82649100;845342.245800 6522151.546000;845813.966978 6522311.552539;498,146;8,33;LINESTRING (845342.2458 6522151.546, 845813.966978 6522311.552539)
T_1035388885_FRef_F;C_1035662212;C_82607864;843885.626477 6519982.776813;843891.982637 6519920.870316;80,615;13,89;LINESTRING (843885.626477 6519982.776813, 843891.982637 6519920.870316)
T_1035388886_FRef;C_82607875;C_1035662212;843873.302115 6520052.004277;843882.877090 6519992.773206;70,36766666666666;13,89;LINESTRING (843873.302115 6520052.004277, 843882.87709 6519992.773206)
T_1035578615_FRef;R_82649014;R_1035782318;845700.296257 6521745.177352;845723.703457 6521806.828552;65,945;13,89;LINESTRING (845700.296257 6521745.177352, 845723.703457 6521806.828552)
T_1035578615_toRef;R_1035782318;R_82649014;845718.094143 6521808.958248;845694.686943 6521747.307048;65,945;13,89;LINESTRING (845718.094143 6521808.958248, 845694.686943 6521747.307048)
T_1035578616_FRef;R_1035782318;S_1035782319_T_1035578616_FRef;845721.654539 6521810.796650;845681.193525 6521897.871966;100,605;8,33;LINESTRING (845721.654539 6521810.79665, 845681.193525 6521897.871966)
T_1035578616_toRef;E_1035782319_T_1035578616_toRef;R_1035782318;845675.545475 6521895.847234;845720.143061 6521804.990150;106,185;8,33;LINESTRING (845675.545475 6521895.847234, 845720.143061 6521804.99015)
T_1035578617_FRef;R_1035782318;R_1035782320;845723.720002 6521806.873196;845749.246102 6521877.461296;75,062;13,89;LINESTRING (845723.720002 6521806.873196, 845749.246102 6521877.461296)
T_1035578617_toRef;R_1035782320;R_1035782318;845743.603698 6521879.501704;845718.077598 6521808.913604;75,062;13,89;LINESTRING (845743.603698 6521879.501704, 845718.077598 6521808.913604)
T_1035578618_FRef;R_1035782320;C_83203032;845749.182385 6521877.299858;845913.827341 6522045.963578;266,7615;13,89;LINESTRING (845749.182385 6521877.299858, 845913.827341 6522045.963578)
T_1035578618_toRef;C_83203032;R_1035782320;845914.486204 6522052.589513;845743.667415 6521879.663142;256,997;13,89;LINESTRING (845914.486204 6522052.589513, 845743.667415 6521879.663142)
T_1035578619_FRef;R_1035782322;S_1035782321_T_1035578619_FRef;845773.606959 6521819.544811;845919.792123 6521901.267569;209,706;13,89;LINESTRING (845773.606959 6521819.544811, 845919.792123 6521901.267569)
T_1035578619_toRef;E_1035782321_T_1035578619_toRef;R_1035782322;845923.163477 6521906.230831;845774.755841 6521825.433789;212,184;13,89;LINESTRING (845923.163477 6521906.230831, 845774.755841 6521825.433789)
T_1035578620_FRef;E_1035782323_T_1035578620_FRef;R_1035782322;845774.103528 6521787.715493;845777.169628 6521822.223793;34,644;13,89;LINESTRING (845774.103528 6521787.715493, 845777.169628 6521822.223793)
T_1035578620_toRef;R_1035782322;S_1035782323_T_1035578620_toRef;845771.193172 6521822.754807;845768.127072 6521788.246507;34,644;13,89;LINESTRING (845771.193172 6521822.754807, 845768.127072 6521788.246507)
T_1035578621_FRef;R_1035782322;R_1035782324;845776.325771 6521824.587317;845769.953071 6521831.100817;9,112;13,89;LINESTRING (845776.325771 6521824.587317, 845769.953071 6521831.100817)
T_1035578621_toRef;R_1035782324;R_1035782322;845765.664329 6521826.904783;845772.037029 6521820.391283;9,112;13,89;LINESTRING (845765.664329 6521826.904783, 845772.037029 6521820.391283)
T_1035578622_FRef;R_1035782324;R_1035782320;845770.647996 6521829.971508;845748.369732 6521880.765713;56,483;13,89;LINESTRING (845770.647996 6521829.971508, 845748.369732 6521880.765713)
T_1035578622_toRef;R_1035782320;R_1035782324;845744.480068 6521876.197287;845764.969404 6521828.034092;53,331;13,89;LINESTRING (845744.480068 6521876.197287, 845764.969404 6521828.034092)
T_1035578623_FRef;E_1035782325_T_1035578623_FRef;R_1035782324;845752.145365 6521785.164541;845770.562865 6521827.813441;46,456;13,89;LINESTRING (845752.145365 6521785.164541, 845770.562865 6521827.813441)
T_1035578623_toRef;R_1035782324;S_1035782325_T_1035578623_toRef;845765.054535 6521830.192159;845746.637035 6521787.543259;46,456;13,89;LINESTRING (845765.054535 6521830.192159, 845746.637035 6521787.543259)
T_1035579442_FRef_F_F;R_82613207;C_82613211;846123.991400 6520314.540000;846115.669049 6520476.728000;176,201;8,33;LINESTRING (846123.9914 6520314.54, 846115.669049 6520476.728)
T_1035579445_FRef_F;R_82613218;C_82613211;846214.580196 6520514.767496;846120.525005 6520488.128544;110,429;13,89;LINESTRING (846214.580196 6520514.767496, 846120.525005 6520488.128544)
T_1035579454_FRef_F;C_82613221;C_82613216;846197.370312 6520591.914725;846120.971219 6520610.939329;96,4825;13,89;LINESTRING (846197.370312 6520591.914725, 846120.971219 6520610.939329)
T_1035579455_toRef_F;C_82613216;C_82613221;846115.840569 6520599.915605;846202.017535 6520578.261765;98,194;13,89;LINESTRING (846115.840569 6520599.915605, 846202.017535 6520578.261765)
T_1035950376_toRef_F;R_1036016005;0_58257657;846915.285980 6521317.085836;846736.061510 6521231.638760;240,621;13,89;LINESTRING (846915.28598 6521317.085836, 846736.06151 6521231.63876)
T_1035950377_FRef_F;R_1036016005;C_82649290;846917.793857 6521311.637988;847058.712714 6521386.702049;176,375;13,89;LINESTRING (846917.793857 6521311.637988, 847058.712714 6521386.702049)
T_1036736972_FRef;R_82643172;R_1036575099;843640.084000 6520819.065800;843639.073100 6520829.039400;10,025;13,89;LINESTRING (843640.084 6520819.0658, 843639.0731 6520829.0394)
T_1036736973_FRef;R_1036575100;R_82643171;843573.190500 6520820.832300;843575.056100 6520807.546200;13,416;13,89;LINESTRING (843573.1905 6520820.8323, 843575.0561 6520807.5462)
T_1036736974_FRef;R_1036575100;R_1036575099;843573.190500 6520820.832300;843639.073100 6520829.039400;66,392;8,33;LINESTRING (843573.1905 6520820.8323, 843639.0731 6520829.0394)
T_1036736975_FRef;R_1036575099;R_1036575101;843639.073100 6520829.039400;843636.430400 6520842.307300;13,529;13,89;LINESTRING (843639.0731 6520829.0394, 843636.4304 6520842.3073)
T_1036736976_FRef;R_1036575101;R_874514672;843636.430400 6520842.307300;843634.590700 6520854.483100;12,314;13,89;LINESTRING (843636.4304 6520842.3073, 843634.5907 6520854.4831)
T_1036736977_FRef;R_1036575102;R_1036575100;843571.324900 6520834.118400;843573.190500 6520820.832300;13,416;13,89;LINESTRING (843571.3249 6520834.1184, 843573.1905 6520820.8323)
T_1036736978_FRef;R_874514673;R_1036575102;843568.760200 6520844.055700;843571.324900 6520834.118400;10,263;13,89;LINESTRING (843568.7602 6520844.0557, 843571.3249 6520834.1184)
T_1036736979_FRef;R_1036575101;R_1036575102;843636.430400 6520842.307300;843571.324900 6520834.118400;65,618;8,33;LINESTRING (843636.4304 6520842.3073, 843571.3249 6520834.1184)
T_1037148699_FRef_F_F;C_545418667;R_545418668;846402.361500 6522220.737000;846343.170339 6522429.466664;220,481;8,33;LINESTRING (846402.3615 6522220.737, 846343.170339 6522429.466664)
T_1037148702_FRef;E_1036861484_T_1037148702_FRef;R_82649167;846186.281584 6522407.057019;846224.862070 6522441.226890;63,271;13,89;LINESTRING (846186.281584 6522407.057019, 846224.86207 6522441.22689)
T_1037148702_toRef;R_82649167;S_1036861484_T_1037148702_toRef;846218.933330 6522440.304910;846184.377816 6522412.746981;55,539;13,89;LINESTRING (846218.93333 6522440.30491, 846184.377816 6522412.746981)
T_1037150223_FRef_F_F;E_1035410254_T_1037150223_FRef;R_82648084;845192.280100 6521930.815000;845134.294304 6522084.770904;164,58;8,33;LINESTRING (845192.2801 6521930.815, 845134.294304 6522084.770904)
T_1037150226_toRef_F;R_82648084;S_1035410254_T_1037150223_toRef;845128.589496 6522082.912096;845186.708924 6521928.586993;164,972;2,78;LINESTRING (845128.589496 6522082.912096, 845186.708924 6521928.586993)
T_1037150775_toRef_F;R_1036862563;R_82647815;845222.677509 6521850.785915;845282.319121 6521663.300360;196,749;8,33;LINESTRING (845222.677509 6521850.785915, 845282.319121 6521663.30036)
T_1037150776_FRef_F_F;R_1036862563;C_801871325;845226.634100 6521848.893000;845407.081405 6521937.742876;249,434;8,33;LINESTRING (845226.6341 6521848.893, 845407.081405 6521937.742876)
T_1037150777_FRef;E_1036862564_T_1037150777_FRef;R_1036862563;845039.420856 6521692.632402;845226.375288 6521848.804833;365,804;8,33;LINESTRING (845039.420856 6521692.632402, 845226.375288 6521848.804833)
T_1037150777_toRef;R_1036862563;S_1036862564_T_1037150777_toRef;845224.703312 6521854.567167;845033.717744 6521690.768398;374,439;8,33;LINESTRING (845224.703312 6521854.567167, 845033.717744 6521690.768398)
T_1037150778_FRef_F;C_82647720;S_82647722_T_1037150779_FRef;845020.126185 6521189.367694;845060.589824 6521279.388836;137,144;13,89;LINESTRING (845020.126185 6521189.367694, 845060.589824 6521279.388836)
T_1037150779_toRef_F;E_82647722_T_1037150779_toRef;C_82647720;845059.888976 6521285.347764;845012.934644 6521192.800895;150,681;13,89;LINESTRING (845059.888976 6521285.347764, 845012.934644 6521192.800895)
